,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,10836.161327496653,8519.373788739402,13782.98396423675,5887.568700990728,16414.789051985423
2025-12-31,10732.392896476655,8422.786945396778,13675.31412477352,5796.523355708407,16301.577714461891
2026-01-31,10732.392896476655,8422.786945396778,13675.31412477352,5796.523355708407,16301.577714461891
