,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,16520.912569770706,13561.206649186182,20126.568320849758,10278.525813354394,23409.249156681544
2025-12-31,16396.43923776446,13363.679856600456,20117.454366053054,9986.792601874156,23494.341620779353
2026-01-31,16277.979181522127,13183.490828617623,20098.81977987858,9725.826352987144,23556.484255509058
