,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,34610.40089512544,29418.84076085662,39801.961029394246,27688.320716100352,41532.48107415052
2025-12-31,35302.60891302794,30007.217576073752,40598.000249982135,28242.087130422355,42363.13069563353
2026-01-31,35994.81693093046,30595.594391290888,41394.039470570024,28795.85354474437,43193.78031711655
