,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,11354.903379439666,9651.667872523716,13058.138886355615,9083.922703551732,13625.884055327599
2025-12-31,11582.001447028459,9844.70122997419,13319.301664082726,9265.601157622767,13898.40173643415
2026-01-31,11809.099514617252,10037.734587424664,13580.464441809838,9447.279611693803,14170.919417540701
