,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,9.39543166522493,8.522847511611776,10.268015818838084,8.522847511611776,10.268015818838084
2025-12-31,9.431130918446355,7.998771138386101,10.863490698506608,7.998771138386101,10.863490698506608
2026-01-31,9.447541694482542,7.541882413240483,11.3532009757246,7.541882413240483,11.3532009757246
