,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,297788.39379697444,162461.8607145045,433114.9268794444,162461.8607145045,433114.9268794444
2025-12-31,236805.23112456454,51427.7462281397,422182.71602098935,51427.7462281397,422182.71602098935
2026-01-31,286452.39811527904,63636.827719304536,509267.96851125354,63636.827719304536,509267.96851125354
