,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,10.801488911480503,10.067758333900013,11.535219489060992,10.067758333900013,11.535219489060992
2025-12-31,10.8952954597054,9.471243829072584,12.319347090338216,9.471243829072584,12.319347090338216
2026-01-31,10.884577598827242,8.925930707652064,12.84322449000242,8.925930707652064,12.84322449000242
