,point_forecast,forecast_lower_80,forecast_upper_80,forecast_lower_95,forecast_upper_95
2025-11-30,49093.843133017144,23570.66793541296,102254.43929606095,23570.66793541296,102254.43929606095
2025-12-31,53922.087505715586,12981.023368152288,223987.85045773428,12981.023368152288,223987.85045773428
2026-01-31,53347.24412207529,7524.583262253267,378217.4183249148,7524.583262253267,378217.4183249148
